Original_Log,Cleaned_Log,Cluster_ID,Category
[Sun Dec 04 07:12:22 2005] [notice] jk2_init() Found child 312 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:12:22 2005] [notice] jk2_init() Found child 313 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:12:40 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:12:40 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:12:44 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:12:44 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:13:09 2005] [notice] jk2_init() Found child 314 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:13:09 2005] [notice] jk2_init() Found child 315 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:13:10 2005] [notice] jk2_init() Found child 316 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:13:36 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:13:36 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:13:36 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:13:41 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:13:41 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:14:07 2005] [notice] jk2_init() Found child 319 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:14:07 2005] [notice] jk2_init() Found child 317 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:14:08 2005] [notice] jk2_init() Found child 318 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:14:21 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:14:29 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:14:47 2005] [notice] jk2_init() Found child 321 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:15:09 2005] [notice] jk2_init() Found child 324 in scoreboard slot 11,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:15:09 2005] [notice] jk2_init() Found child 323 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:17:56 2005] [notice] jk2_init() Found child 350 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:17:56 2005] [notice] jk2_init() Found child 353 in scoreboard slot 12,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:17:56 2005] [notice] jk2_init() Found child 352 in scoreboard slot 11,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:17:56 2005] [notice] jk2_init() Found child 349 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:17:56 2005] [notice] jk2_init() Found child 348 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:17:56 2005] [notice] jk2_init() Found child 347 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:17:56 2005] [notice] jk2_init() Found child 351 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 07:18:00 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:18:00 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:18:00 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:18:00 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 8,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:18:00 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:18:00 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:18:00 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 07:18:00 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 07:45:45 2005] [error] [client 63.13.186.196] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 08:54:17 2005] [error] [client 147.31.138.75] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 09:35:12 2005] [error] [client 207.203.80.15] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 10:53:30 2005] [error] [client 218.76.139.20] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 11:11:07 2005] [error] [client 24.147.151.74] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 11:33:18 2005] [error] [client 211.141.93.88] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 11:42:43 2005] [error] [client 216.127.124.16] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 12:33:13 2005] [error] [client 208.51.151.210] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 13:32:32 2005] [error] [client 65.68.235.27] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 14:29:00 2005] [error] [client 4.245.93.87] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 15:18:36 2005] [error] [client 67.154.58.130] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 15:59:01 2005] [error] [client 24.83.37.136] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 16:24:03 2005] [notice] jk2_init() Found child 1219 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:24:05 2005] [error] [client 58.225.62.140] Directory index forbidden by rule: /var/www/html/,sun dec        error   client      directory index forbidden by rule   var www html,2,app_log
[Sun Dec 04 16:24:06 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:24:06 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:31:07 2005] [notice] jk2_init() Found child 1248 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:32:37 2005] [notice] jk2_init() Found child 1253 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:32:56 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:32:56 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:32:58 2005] [notice] jk2_init() Found child 1254 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:32:58 2005] [notice] jk2_init() Found child 1256 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:32:58 2005] [notice] jk2_init() Found child 1255 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:32:58 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:32:58 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:32:58 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:32:58 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:32:58 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:32:58 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:35:49 2005] [notice] jk2_init() Found child 1262 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:35:52 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:35:52 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:41:15 2005] [notice] jk2_init() Found child 1275 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:41:16 2005] [notice] jk2_init() Found child 1276 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:41:22 2005] [notice] jk2_init() Found child 1277 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:41:22 2005] [notice] jk2_init() Found child 1278 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:41:22 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:41:22 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:41:22 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:41:22 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:41:22 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:45:52 2005] [notice] jk2_init() Found child 1283 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:45:52 2005] [notice] jk2_init() Found child 1284 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:46:09 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:46:13 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:46:45 2005] [notice] jk2_init() Found child 1288 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:47:11 2005] [notice] jk2_init() Found child 1291 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:47:59 2005] [notice] jk2_init() Found child 1296 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:47:59 2005] [notice] jk2_init() Found child 1300 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:47:59 2005] [notice] jk2_init() Found child 1298 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:47:59 2005] [notice] jk2_init() Found child 1297 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:47:59 2005] [notice] jk2_init() Found child 1299 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:48:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 8,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:48:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:48:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:48:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:48:01 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:48:01 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:50:53 2005] [notice] jk2_init() Found child 1308 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:50:53 2005] [notice] jk2_init() Found child 1309 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:51:26 2005] [notice] jk2_init() Found child 1313 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:51:26 2005] [notice] jk2_init() Found child 1312 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:52:34 2005] [notice] jk2_init() Found child 1320 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:52:45 2005] [notice] jk2_init() Found child 1321 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:52:45 2005] [notice] jk2_init() Found child 1322 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:52:45 2005] [notice] jk2_init() Found child 1323 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:52:46 2005] [notice] jk2_init() Found child 1324 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:52:46 2005] [notice] jk2_init() Found child 1325 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:52:49 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:52:49 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:52:49 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:52:49 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:52:49 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:52:49 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:52:49 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:52:49 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:52:49 2005] [error] mod_jk child workerEnv in error state 8,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:52:49 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:55:54 2005] [notice] jk2_init() Found child 1331 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:56:25 2005] [notice] jk2_init() Found child 1338 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:56:25 2005] [notice] jk2_init() Found child 1334 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:56:25 2005] [notice] jk2_init() Found child 1336 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:56:25 2005] [notice] jk2_init() Found child 1337 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:56:25 2005] [notice] jk2_init() Found child 1335 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 16:56:27 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:56:27 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:56:27 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:56:27 2005] [error] mod_jk child workerEnv in error state 7,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:56:27 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:56:27 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:56:27 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:56:27 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 16:56:27 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 16:56:27 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:01:43 2005] [notice] jk2_init() Found child 1358 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:01:43 2005] [notice] jk2_init() Found child 1356 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:01:43 2005] [notice] jk2_init() Found child 1354 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:01:43 2005] [notice] jk2_init() Found child 1357 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:01:43 2005] [notice] jk2_init() Found child 1355 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:01:47 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:01:47 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:01:47 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:01:47 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:01:47 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:01:47 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:01:47 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:01:47 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:01:47 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:01:47 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:05:45 2005] [notice] jk2_init() Found child 1375 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:05:45 2005] [notice] jk2_init() Found child 1376 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:05:45 2005] [notice] jk2_init() Found child 1377 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:05:48 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:05:48 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:05:48 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:05:48 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:05:48 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:05:48 2005] [error] mod_jk child workerEnv in error state 6,sun dec        error  mod_jk child workerenv in error state,9,app_log
[Sun Dec 04 17:11:23 2005] [notice] jk2_init() Found child 1387 in scoreboard slot 7,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:11:37 2005] [notice] jk2_init() Found child 1390 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:11:37 2005] [notice] jk2_init() Found child 1388 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:11:37 2005] [notice] jk2_init() Found child 1389 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:12:42 2005] [notice] jk2_init() Found child 1393 in scoreboard slot 8,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:12:50 2005] [notice] jk2_init() Found child 1395 in scoreboard slot 10,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:12:50 2005] [notice] jk2_init() Found child 1396 in scoreboard slot 6,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:12:50 2005] [notice] jk2_init() Found child 1394 in scoreboard slot 9,sun dec        notice  jk_init   found child  in scoreboard slot,12,app_log
[Sun Dec 04 17:12:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:12:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:12:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
[Sun Dec 04 17:12:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,sun dec        notice  workerenv init   ok  etc httpd conf workers properties,3,app_log
